metric,n_train,model_a,model_b,contrast,fixed_mean_difference,fixed_lower,fixed_upper,tuned_mean_difference,tuned_lower,tuned_upper,estimand_type,fixed_eligible,tuned_eligible,fixed_conclusion,tuned_conclusion,conclusion_state_changed,conclusion_changed
crps,360,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,0.0008286912306500864,0.0007003337161659926,0.0009570487451341801,0.0009314876272864793,0.0008105553591946243,0.0010524198953783344,crps,True,True,opposite,opposite,False,False
crps,360,zoo_cnn,set_transformer,zoo_cnn - set_transformer,0.0005375400104162657,0.00014220904578110392,0.0009328709750514275,0.0004685347785609754,0.00021577678789000139,0.0007212927692319494,crps,True,True,opposite,opposite,False,False
mean_width,360,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,7.796023218600479,7.214781513195261,8.377264924005697,4.914394014023506,4.571886676074744,5.256901351972267,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width,360,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,7.635559149652491,6.379814192161008,8.891304107143974,4.814474262139349,3.920756616099143,5.708191908179555,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width,360,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,7.216193605949305,6.507142229065512,7.925244982833097,4.39119085276978,3.9823728129676197,4.800008892571941,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width,360,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-0.16046406894798776,-1.381141117196254,1.0602129793002786,-0.09991975188415765,-0.9987854766502473,0.7989459728819319,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width,360,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-0.579829612651175,-1.4546690766920731,0.2950098513897229,-0.5232031612537267,-0.972035550551137,-0.07437077195631636,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width,360,zoo_cnn,set_transformer,zoo_cnn - set_transformer,-0.41936554370318724,-1.7586500030148753,0.9199189156085009,-0.4232834093695691,-1.4742253055977206,0.6276584868585825,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive,360,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,7.796023218600479,7.214781513195261,8.377264924005697,4.914394014023506,4.571886676074744,5.256901351972267,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive,360,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,7.635559149652491,6.3798141921610085,8.891304107143974,4.814474262139349,3.920756616099143,5.708191908179555,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive,360,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,7.216193605949305,6.507142229065512,7.925244982833097,4.39119085276978,3.9823728129676197,4.80000889257194,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive,360,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-0.16046406894798765,-1.381141117196254,1.0602129793002786,-0.09991975188415755,-0.9987854766502469,0.7989459728819317,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive,360,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-0.579829612651175,-1.4546690766920731,0.2950098513897229,-0.5232031612537267,-0.9720355505511369,-0.07437077195631642,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_inclusive,360,zoo_cnn,set_transformer,zoo_cnn - set_transformer,-0.41936554370318735,-1.7586500030148753,0.9199189156085006,-0.4232834093695691,-1.4742253055977201,0.627658486858582,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
crps_game_equal,360,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,0.0008830389059496216,0.0008057064346104917,0.0009603713772887515,0.000563385448745753,0.0005153160694936615,0.0006114548279978445,crps,True,True,opposite,opposite,False,False
crps_game_equal,360,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,0.0011685602117883236,0.0007570483658091479,0.0015800720577674992,0.0010172132701518261,0.0008011545357261245,0.0012332720045775277,crps,True,True,opposite,opposite,False,False
crps_game_equal,360,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,0.0016974274688363108,0.0015955873096449662,0.0017992676280276553,0.0014794219972674924,0.001361223777901437,0.0015976202166335478,crps,True,True,opposite,opposite,False,False
crps_game_equal,360,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,0.00028552130583870186,-0.00011864337985466702,0.0006896859915320707,0.00045382782140607317,0.00024457147074949214,0.0006630841720626543,crps,True,True,inconclusive,opposite,True,False
crps_game_equal,360,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,0.0008143885628866893,0.0006786817602767429,0.0009500953654966356,0.0009160365485217401,0.0007893427590265768,0.0010427303380169035,crps,True,True,opposite,opposite,False,False
crps_game_equal,360,zoo_cnn,set_transformer,zoo_cnn - set_transformer,0.0005288672570479874,0.00013784722410152078,0.0009198872899944541,0.00046220872711566686,0.00021065400449435482,0.0007137634497369788,crps,True,True,opposite,opposite,False,False
mean_width_game_equal,360,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,7.7241753001294216,7.163319993765653,8.28503060649319,4.863383836094298,4.53143343867394,5.1953342335146555,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_game_equal,360,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,7.561534600056954,6.321477953285381,8.801591246828528,4.7594259637146825,3.872924626867272,5.645927300562093,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_game_equal,360,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,7.1459319902114915,6.424250971389429,7.867613009033554,4.343417536337357,3.928768109361482,4.758066963313232,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_game_equal,360,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-0.16264070007246642,-1.381342576464444,1.0560611763195114,-0.10395787237961569,-1.0023106598997975,0.794394915140566,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_game_equal,360,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-0.5782433099179309,-1.4527933782204592,0.2963067583845974,-0.5199662997569413,-0.9714870502430402,-0.0684455492708424,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_game_equal,360,zoo_cnn,set_transformer,zoo_cnn - set_transformer,-0.4156026098454645,-1.7548233955062424,0.9236181758153134,-0.4160084273773256,-1.4661985953755532,0.6341817406209022,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive_game_equal,360,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,7.7241753001294216,7.163319993765652,8.28503060649319,4.8633838360942985,4.5314334386739406,5.195334233514656,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive_game_equal,360,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,7.561534600056954,6.321477953285381,8.801591246828528,4.759425963714682,3.872924626867271,5.645927300562092,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive_game_equal,360,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,7.1459319902114915,6.424250971389428,7.867613009033555,4.343417536337357,3.9287681093614815,4.758066963313233,coverage_qualified_width,True,True,opposite,opposite,False,False
